GEOID,B03002_003E,B01001_002E,B01001_003E,B19013_001E,B17001_002E,B25003_001E,B25070_001E,B25091_001E,B23025_003E,B23025_004E,B11009_001E,B16001_002E,B25064_001E,B25077_001E,B25058_001E,B25003_002E,B25003_003E,B25004_002E,B25004_003E,B25004_004E,B25004_005E,B25070_007E,B25070_008E,B25070_009E,B19057_002E,B25034_001E,B25034_010E,B25034_011E,B25035_001E,B07001_050E,B25106_001E,B25106_003E,B25106_006E,B25072_001E,B25011_002E,B25011_003E,B18101_009E,B25092_001E,B25095_001E,B25119_001E,B25119_002E,B25081_001E,B25081_002E,B25081_003E,B25014_001E,B25014_002E,B25014_003E,B08013_001E,B08014_001E,B25121_001E,state,county,tract,block group,B25121_002E,B07001_017E,B07001_033E,B25002_003E,B25004_001E,B01001_001E,B01002_001E,B02001_002E,B02001_003E,B02001_005E,B03002_012E,B11001_001E,B11001_002E,B11001_003E,B11001_005E,B11001_006E,B15003_017E,B15003_022E,B15003_025E,B23025_001E,B23025_002E,B23025_005E,B18101_001E,B18101_002E,B18101_003E,B25001_001E,B25002_002E,B25009_001E,B25009_002E,B25009_003E,B25074_001E,B25074_008E,B25074_009E,B25074_010E,B25105_001E,B25034_002E,B25034_003E,B25034_004E,B25034_005E,B25106_002E,B25106_004E,B08006_001E,B08006_002E,B08006_003E,B08006_008E,B08012_001E,B07001_001E,B25085_001E,B16001_001E,B16001_003E,B09002_001E,B19058_002E,B08006_007E,B08006_009E,B08006_010E,B08007_001E,B08008_001E,B08134_001E,B08141_001E,B08122_001E,B08126_001E,B08128_001E,B08130_001E,B08132_001E,B08136_001E,B08137_001E,B08201_001E,B08202_001E,B08203_001E,B01003_001E,B01002A_001E,B01002B_001E,B01002D_001E,B01002H_001E,B02008_001E,B05002_013E,B05002_014E,B05002_015E,B07003_001E,B07003_002E,B07003_003E,B07003_004E,B07003_005E,B07003_006E,B08011_001E,B08105A_001E,B08105B_001E,B08105D_001E,B08141_002E,B08141_003E,B08141_004E,B08141_005E,B08141_006E,B08141_007E,B08202_002E,B08202_003E,B08202_004E,B08202_005E,B08202_006E,B08303_001E,B08303_002E,B08303_003E,B08303_004E,B08303_005E,B08303_006E,B08303_007E,B08303_008E,B08303_009E,B08303_010E,B09010_001E,B11004_002E,B11013_001E,B14006_001E,B14006_002E,B14006_003E,B14006_004E,B15002_001E,B15002_003E,B15002_004E,B15002_005E,B15002_006E,B15002_007E,B15002_008E,B15002_009E,B16004_001E,B16004_002E,B16004_003E,B16004_004E,B16004_005E,B16004_006E,B16004_007E,B17010_002E,B17010_003E,B17010_004E,B17010_005E,B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19083_001E,B19301_001E,B23006_002E,B23006_003E,B23006_004E,B23022_001E,B23022_002E,B25032_001E,B25032_002E,B25032_003E,B25032_004E,B25032_005E,B25032_006E,B25032_007E,B25075_001E,B25075_002E,B25075_003E,B25075_004E,B25075_005E,B25075_006E,B25075_007E,B25075_008E,B25075_009E,B25110_001E,B25002_001E,B25010_001E,B25011_001E,B25012_001E,B25015_001E,B25031_001E,B25033_001E,B25034_006E,B25034_007E,B25034_008E,B25034_009E,B25036_001E,B25036_002E,B25037_001E,B25037_002E,B25038_001E,B25038_002E,B25039_001E,B25039_002E,B25040_001E,B25040_002E,B25041_001E,B25041_002E,B25042_001E,B25043_001E,B25044_001E,B25045_001E,B25046_001E,B25047_001E,B25048_001E,B25049_001E,B25050_001E,B25051_001E,B25052_001E,B25053_001E,B25054_001E,B25055_001E,B25056_001E,B25057_001E,B25059_001E,B25060_001E,B25061_001E,B25062_001E,B25063_001E,B25065_001E,B25066_001E,B25067_001E,B25068_001E,B25069_001E,B25071_001E,B25076_001E,B25078_001E,B25079_001E,B25080_001E,B25082_001E,B25083_001E,B25086_001E,B25087_001E,B25088_001E,filings,filing_rate
110010075032,105,815,164,23500,,626,459,167,603,491,,,805,346400,702,167,459,10,0,0,19,75,20,28,104,734,80,180,1957,,,,,459,,,,17.9,,,,167,142,6,626,167,148,,,,11,1,7503,2,,,,108,108,1877,26.2,105,1753,0,27,626,372,46,27,299,308,103,5,1234,603,112,,,,734,626,626,167,41,459,10,39,67,,0,0,11,18,,,,,,,,,19,,,640,373,,,,469,469,433,,,,,,,,,,,,1877,37.9,24.8,-666666666.0,37.9,112,,,,,,,,,,,,,,,,,,,,,,,,,433,0,4,29,65,77,27,109,0,8,,46,,,,,,974,0,0,16,0,13,19,16,1631,437,437,0,0,0,0,180,9,9,0,626,156,85,39,51,19,50,0,24,15,17,,15279.0,,,,1109,438,626,167,69,74,0,0,6,167,0,0,0,0,0,0,0,0,,734,2.89,,,626,,1812,28,77,181,159,626,167,1957,0,626,167,2011,2006,626,260,734,5,626,626,626,626,468.0,734,,626,626,734,,626,398,398,459,204,1025,276100.0,10,,459,331700.0,,,459,459,34.6,187800,427200,54375000.0,54375000.0,54375000.0,-666666666,,167,1464,97.0,21.32
110010076014,99,494,0,36354,,393,258,135,423,349,,,925,263500,807,135,258,43,0,0,0,101,12,0,63,454,65,190,1946,,,,,258,,,,15.9,,,,135,86,0,393,135,135,,,,11,1,7601,4,,,,61,61,828,36.8,99,704,0,22,393,140,75,0,65,152,47,0,703,423,74,,,,454,393,393,135,73,258,0,25,0,,0,0,20,11,,,,,,,,,0,,,99,149,,,,338,338,338,,,,,,,,,,,,828,60.3,36.4,-666666666.0,60.3,99,,,,,,,,,,,,,,,,,,,,,,,,,338,0,0,26,49,72,0,11,0,45,,75,,,,,,637,23,0,11,20,12,20,12,780,77,77,0,0,0,0,34,0,0,0,393,81,33,0,0,45,31,62,0,10,0,,25659.0,,,,608,391,393,135,0,93,11,14,17,135,14,0,0,0,0,0,0,0,,454,2.05,,,393,,805,45,25,60,38,393,135,1941,0,393,135,2010,2002,393,281,454,25,393,393,393,393,355.0,454,,393,393,454,,393,247,247,258,509,899,166500.0,43,,258,211100.0,211100.0,211100.0,258,258,31.9,205300,313500,31807600.0,,31807600.0,-666666666,-666666666.0,135,-666666666,88.0,30.77
110010092042,21,875,80,17388,,935,935,0,587,426,,,679,-666666666,633,0,935,0,0,0,0,70,89,44,64,1005,188,213,1960,,,,,935,,,,-666666666.0,,,,0,0,0,935,0,0,,,,11,1,9204,2,,,,70,70,1894,30.5,51,1557,11,251,935,406,45,8,353,397,9,8,1315,587,161,,,,1005,935,935,0,0,935,24,98,96,,0,9,35,24,,,,,,,,,0,,,555,393,,,,391,391,391,,,,,,,,,,,,1894,-666666666.0,31.0,-666666666.0,-666666666.0,51,,,,,,,,,,,,,,,,,,,,,,,,,391,0,43,0,7,83,0,40,30,0,,45,,,,,,1182,48,0,0,18,0,33,8,1674,395,323,72,72,0,0,123,0,0,0,935,306,87,200,26,25,29,11,7,58,0,,14469.0,,,,929,364,935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1005,2.03,,,935,,1894,22,184,225,105,935,0,1960,-666666666,935,0,2010,-666666666,935,361,1005,72,935,935,935,935,252.0,1005,,935,935,1005,,935,935,935,935,194,1123,622900.0,0,-666666666.0,935,692500.0,,692500.0,935,935,29.9,-666666666,-666666666,-666666666.0,-666666666.0,-666666666.0,-666666666,-666666666.0,0,-666666666,154.0,16.81
110010074091,26,548,12,44890,,444,329,115,624,525,,,1166,261700,1094,115,329,20,0,20,21,48,40,87,9,546,272,58,1948,,,,,329,,,,26.3,,,,115,97,0,444,115,108,,,,11,1,7409,1,,,,102,102,1298,36.5,26,1079,0,184,444,285,46,26,213,371,62,0,1046,624,99,,,,546,444,444,115,59,329,0,9,0,,0,0,36,0,,,,,,,,,41,,,283,127,,,,525,525,507,,,,,,,,,,,,1298,-666666666.0,35.1,-666666666.0,-666666666.0,35,,,,,,,,,,,,,,,,,,,,,,,,,507,0,0,108,0,58,0,43,0,110,,46,,,,,,802,0,70,0,0,10,0,10,1286,283,200,83,41,42,0,30,0,0,0,444,9,27,0,14,31,43,0,101,68,13,,18970.0,,,,943,512,444,115,0,115,0,0,0,115,0,0,0,0,0,0,0,0,,546,2.92,,,444,,1298,0,31,93,56,444,115,1948,0,444,115,2007,1994,444,330,546,20,444,444,444,444,242.0,546,,444,444,546,,444,298,298,329,980,1207,315000.0,20,,329,377200.0,,377200.0,329,329,37.9,235900,280800,,28729400.0,,-666666666,,115,1391,249.0,88.3
110010075021,41,1407,89,27105,,961,897,64,1087,831,,,969,264500,873,64,897,18,0,0,0,23,96,94,132,1016,62,132,1962,,,,,897,,,,24.5,,,,64,43,0,961,64,64,,,,11,1,7502,1,,,,55,55,3495,30.3,41,3434,0,0,961,644,75,134,435,667,56,0,2257,1087,256,,,,1016,961,961,64,54,897,0,142,8,,0,0,150,42,,,,,,,,,0,,,1155,433,,,,831,831,831,,,,,,,,,,,,3495,63.9,30.0,-666666666.0,63.9,52,,,,,,,,,,,,,,,,,,,,,,,,,831,42,32,0,57,165,0,140,23,68,,75,,,,,,1875,8,0,0,17,22,66,98,3157,1020,1020,0,0,0,0,236,17,9,0,961,236,74,56,32,135,56,39,55,31,61,,12213.0,,,,1731,680,961,64,11,53,0,0,0,64,0,0,0,0,12,0,0,0,,1016,3.14,,,961,,3022,20,158,163,289,961,64,1961,1980,961,64,2011,1989,961,597,1016,42,961,961,961,961,582.0,1016,,961,961,1016,,961,897,897,897,344,1138,717500.0,18,,897,815700.0,,815700.0,897,897,36.6,-666666666,290300,,,,-666666666,-666666666.0,64,-666666666,254.0,23.89
110010076033,24,391,63,113205,,247,38,209,265,228,,,-666666666,350700,-666666666,209,38,43,0,0,0,0,0,0,0,330,86,111,1946,,,,,38,,,,9.0,,,,209,92,47,247,209,199,,,,11,1,7603,3,,,,83,83,902,35.6,55,801,46,93,247,168,86,3,79,38,120,0,544,265,37,,,,330,247,247,209,67,38,0,0,0,,0,0,0,0,,,,,,,,,0,,,371,50,,,,228,228,204,,,,,,,,,,,,902,-666666666.0,17.9,-666666666.0,-666666666.0,55,,,,,,,,,,,,,,,,,,,,,,,,,204,0,0,29,0,6,16,77,0,0,,86,,,,,,497,0,0,0,6,0,0,0,786,289,289,0,0,0,0,38,0,0,0,247,0,0,16,38,0,0,0,0,0,29,,30914.0,,,,288,148,247,209,209,0,0,0,0,209,0,0,0,0,0,0,0,0,,330,3.65,,,247,,902,0,6,31,96,247,209,1951,1953,247,209,1989,1989,247,236,330,0,247,247,247,247,319.0,330,,247,247,330,,247,38,38,38,-666666666,-666666666,,43,,38,,,,38,38,-666666666.0,313100,388300,74929300.0,74929300.0,74929300.0,-666666666,-666666666.0,209,-666666666,5.0,9.62
110010089042,127,437,16,60139,,353,246,107,610,560,,,1303,416100,1070,107,246,52,0,0,19,7,30,32,0,456,168,144,1945,,,,,246,,,,23.1,,,,107,93,17,353,107,107,,,,11,1,8904,2,,,,103,103,881,31.6,127,614,32,121,353,114,53,18,43,173,199,0,773,610,50,,,,456,353,353,107,51,246,0,36,38,,0,0,10,0,,,,,,,,,19,,,74,44,,,,560,560,548,,,,,,,,,,,,881,29.6,35.0,35.6,29.6,127,,,,,,,,,,,,,,,,,,,,,,,,,548,0,0,19,96,77,9,163,0,38,,53,,,,,,700,0,11,0,0,0,0,9,844,71,45,26,26,0,0,28,19,9,0,353,88,23,10,4,0,0,20,31,0,0,,29497.0,,,,727,383,353,107,0,96,11,0,0,107,0,0,0,0,12,0,0,0,,456,2.5,,,353,,881,0,23,67,44,353,107,1947,1945,353,107,2011,2011,353,175,456,0,353,353,353,353,335.0,456,,353,353,456,,353,217,217,246,798,1512,289200.0,52,64400.0,246,342200.0,,342200.0,246,246,39.5,236900,527100,,,,-666666666,,107,1381,16.0,7.14
110010072001,2652,1891,45,126083,,2027,1512,515,3361,3183,,,2351,556500,2276,515,1512,107,0,0,0,59,145,45,34,2204,0,80,2007,,,,,1512,,,,18.0,,,,515,456,44,2027,515,377,,,,11,1,7200,1,,,,177,177,4082,31.0,2860,886,205,227,2027,650,510,23,117,85,1703,113,3676,3392,178,,,,2204,2027,2027,515,237,1512,0,46,4,,367,374,1363,20,,,,,,,,,0,,,254,95,,,,3198,3198,3082,,,,,,,,,,,,4082,31.0,29.9,33.9,30.9,2991,,,,,,,,,,,,,,,,,,,,,,,,,3082,0,138,372,411,512,310,490,158,136,,510,,,,,,3491,0,0,0,0,0,0,0,3836,160,136,0,0,0,0,25,0,0,0,2027,50,5,10,0,10,50,56,29,9,69,,76029.0,,,,3528,1663,2027,515,0,203,0,0,0,515,0,0,0,0,0,0,0,0,,2204,2.01,,,2027,,4082,0,0,0,0,2027,515,2007,2006,2027,515,2014,2011,2027,397,2204,235,2027,2027,2027,2027,1780.0,2204,,2027,2027,2204,,2027,1512,1512,1512,1965,2640,3431100.0,107,260500.0,1512,3598300.0,,3598300.0,1512,1512,23.0,404300,719900,288750100.0,288750100.0,288750100.0,-666666666,-666666666.0,515,2264,102.0,5.77
110010110003,555,459,0,104500,,648,370,278,740,648,,,2323,378400,2316,278,370,0,51,0,0,39,42,0,0,699,0,34,1967,,,,,370,,,,12.4,,,,278,123,0,648,278,278,,,,11,1,11000,3,,,,51,51,852,37.3,646,85,62,125,648,53,35,18,0,22,356,13,852,740,92,,,,699,648,648,278,229,370,0,25,0,,110,0,5,70,,,,,,,,,0,,,0,0,,,,648,648,648,,,,,,,,,,,,852,36.3,44.5,39.4,39.6,671,,,,,,,,,,,,,,,,,,,,,,,,,648,0,0,104,88,177,158,9,52,0,,35,,,,,,847,0,0,0,0,0,0,0,852,0,0,0,0,0,0,0,0,0,0,648,38,25,0,0,0,24,42,42,0,0,,81774.0,,,,707,417,648,278,9,60,0,0,0,278,0,0,0,0,0,0,0,0,,699,1.31,,,648,,852,31,37,298,114,648,278,1966,1963,648,278,2015,2010,648,315,699,62,648,648,648,648,463.0,699,,648,648,699,,648,345,345,370,1525,2758,775700.0,51,,370,804900.0,,804900.0,370,370,29.9,306700,488200,,,125115000.0,-666666666,-666666666.0,278,1332,4.0,1.7
110010078092,0,458,32,-666666666,,397,188,209,620,512,,,-666666666,226200,827,209,188,13,0,0,21,0,10,37,13,472,107,104,1954,,,,,188,,,,24.9,,,,209,178,39,397,209,199,,,,11,1,7809,2,,,,75,75,1206,38.1,0,1167,8,1,397,239,57,23,159,228,47,0,981,620,108,,,,472,397,397,209,69,188,0,49,13,,0,32,13,0,,,,,,,,,21,,,287,131,,,,498,498,498,,,,,,,,,,,,1206,-666666666.0,38.1,-666666666.0,-666666666.0,0,,,,,,,,,,,,,,,,,,,,,,,,,498,0,0,0,19,74,115,13,18,31,,57,,,,,,690,0,0,17,11,0,9,19,1156,286,286,0,0,0,0,89,0,0,0,397,62,42,13,33,47,10,13,0,0,21,,20981.0,,,,793,263,397,209,100,109,0,0,0,209,0,0,0,0,11,0,0,0,,472,2.98,,,397,,1182,57,94,0,65,397,209,1955,1972,397,209,2005,1989,397,251,472,0,397,397,397,397,367.0,472,,397,397,472,,397,143,143,188,99,1564,130900.0,13,,188,176500.0,,176500.0,188,188,49.2,172100,276500,49807000.0,49807000.0,49807000.0,-666666666,,209,1294,89.0,55.97
110010019011,121,487,23,68438,,370,133,237,532,512,,,689,577800,632,237,133,22,0,0,0,12,11,0,12,423,62,187,1944,,,,,133,,,,18.0,,,,237,196,45,370,237,177,,,,11,1,1901,1,,,,53,53,1023,39.6,173,850,0,62,370,212,112,24,76,113,177,20,782,532,20,,,,423,370,370,237,62,133,0,11,0,,0,0,0,0,,,,,,,,,0,,,250,20,,,,493,493,481,,,,,,,,,,,,1023,39.9,38.7,-666666666.0,47.2,173,,,,,,,,,,,,,,,,,,,,,,,,,481,0,10,17,16,64,42,123,18,0,,112,,,,,,701,0,0,0,0,0,0,0,912,160,109,51,0,51,0,7,7,0,0,370,11,11,28,12,7,9,79,9,8,0,,44480.0,,,,626,323,370,237,28,183,16,10,0,237,10,0,0,0,0,0,0,0,,423,2.74,,,370,,1014,0,21,9,144,370,237,1945,1941,370,237,2001,2001,370,308,423,0,370,370,370,370,466.0,423,,370,370,423,,370,133,133,133,608,-666666666,126000.0,22,,133,151800.0,,151800.0,133,133,27.8,484900,663900,119956000.0,,119956000.0,-666666666,-666666666.0,237,2288,18.0,15.25
110010111003,75,891,58,46016,,456,260,196,670,588,,,1319,388600,1285,196,260,17,0,0,0,13,8,34,8,518,64,50,1960,,,,,260,,,,48.0,,,,196,156,5,456,196,188,,,,11,1,11100,3,,,,62,62,1649,52.4,75,1564,0,71,456,184,33,24,127,213,188,0,1406,670,82,,,,518,456,456,196,166,260,0,44,9,,0,0,0,23,,,,,,,,,0,,,187,27,,,,551,551,510,,,,,,,,,,,,1649,43.5,52.6,-666666666.0,43.5,75,,,,,,,,,,,,,,,,,,,,,,,,,510,0,9,49,69,54,65,105,0,51,,33,,,,,,1268,14,14,16,72,0,49,32,1579,177,177,0,0,0,0,28,0,0,0,456,107,30,17,0,41,12,0,8,41,20,,20635.0,,,,960,545,456,196,110,56,30,0,0,196,0,0,0,0,0,0,0,0,,518,2.14,,,456,,974,23,27,186,145,456,196,1959,1952,456,196,2002,1996,456,224,518,18,456,456,456,456,423.0,518,,456,456,518,,456,260,260,260,1098,1398,324900.0,17,,260,342900.0,,342900.0,260,260,28.5,267900,466200,69375100.0,,69375100.0,-666666666,-666666666.0,196,1477,104.0,41.43
110010092041,211,408,24,70595,,396,153,243,487,448,,,1563,377200,1358,243,153,20,0,0,20,27,20,0,59,455,39,308,0,,,,,153,,,,27.3,,,,243,209,48,396,243,196,,,,11,1,9204,1,,,,59,59,871,34.1,211,641,0,9,396,211,160,0,51,194,188,9,746,487,39,,,,455,396,396,243,80,153,0,0,18,,0,23,16,0,,,,,,,,,20,,,97,85,,,,448,448,440,,,,,,,,,,,,871,30.8,37.3,-666666666.0,30.8,211,,,,,,,,,,,,,,,,,,,,,,,,,440,0,34,44,14,98,30,101,20,0,,160,,,,,,676,0,0,0,0,0,0,2,828,95,58,37,37,0,0,34,23,0,0,396,38,23,0,8,9,0,12,5,6,45,,34633.0,,,,682,287,396,243,87,94,0,18,9,243,0,0,0,9,0,0,0,0,,455,2.18,,,396,,865,8,14,16,31,396,243,0,0,396,243,2009,2003,396,207,455,14,396,396,396,396,459.0,455,,396,396,455,,396,135,135,153,-666666666,1461,172000.0,20,,153,193500.0,,193500.0,153,153,30.5,302200,562500,92122500.0,,92122500.0,-666666666,,243,1521,16.0,9.2
110010056002,1283,836,58,116875,,1039,233,806,1037,1000,,,-666666666,548000,-666666666,806,233,14,0,0,0,0,0,63,0,1281,17,42,1964,,,,,233,,,,11.1,,,,806,394,0,1039,806,695,,,,11,1,5600,2,,,,242,242,1890,55.6,1522,146,192,263,1039,207,207,0,0,69,264,201,1815,1037,37,,,,1281,1039,1039,806,520,233,0,23,0,,0,0,0,0,,,,,,,,,0,,,75,82,,,,920,920,769,,,,,,,,,,,,1890,59.1,54.5,43.3,55.4,1552,,,,,,,,,,,,,,,,,,,,,,,,,769,14,83,116,150,199,57,37,38,13,,207,,,,,,1412,0,0,0,0,0,0,0,1832,17,17,0,0,0,0,0,0,0,0,1039,74,63,42,18,15,0,0,0,0,17,,86566.0,,,,1055,433,1039,806,0,13,35,0,0,806,0,0,0,0,0,0,0,0,,1281,1.43,,,1039,,1487,0,259,620,343,1039,806,1963,1964,1039,806,2011,2008,1039,365,1281,224,1039,1039,1039,1039,648.0,1281,,1039,1039,1281,,1039,233,233,233,386,1910,241900.0,14,,233,242900.0,,242900.0,233,233,27.3,329100,915600,568835000.0,,568835000.0,-666666666,-666666666.0,806,1288,1.0,0.43
110010052011,1090,925,0,73341,,1423,1294,129,1463,1454,,,1802,-666666666,1802,129,1294,127,0,0,0,144,32,89,0,1550,92,426,1962,,,,,1294,,,,15.2,,,,129,14,0,1423,129,120,,,,11,1,5201,1,,,,127,127,1865,32.9,1345,132,69,533,1423,313,313,0,0,81,422,0,1823,1463,9,,,,1550,1423,1423,129,115,1294,0,9,40,,20,0,225,92,,,,,,,,,0,,,42,29,,,,1434,1434,1337,,,,,,,,,,,,1865,32.3,58.6,-666666666.0,32.7,1429,,,,,,,,,,,,,,,,,,,,,,,,,1337,11,221,256,192,108,107,121,38,126,,313,,,,,,1666,90,0,0,0,0,0,0,1865,42,0,0,0,0,0,0,0,0,0,1423,78,0,22,90,0,83,53,21,66,111,,74933.0,,,,1593,793,1423,129,62,5,0,0,0,129,0,0,0,0,0,0,0,0,,1550,1.31,,,1423,,1865,89,93,324,189,1423,129,1964,1965,1423,129,2014,2005,1423,542,1550,676,1423,1423,1423,1423,338.0,1550,,1423,1423,1550,,1423,1294,1294,1294,1593,2080,2434400.0,127,,1294,2486100.0,,2486100.0,1294,1294,27.3,-666666666,365600,,,,-666666666,-666666666.0,129,-666666666,56.0,4.75
110010078083,0,412,33,77500,,276,19,257,379,364,,,-666666666,245800,-666666666,257,19,0,0,0,25,0,0,0,0,309,45,100,1951,,,,,19,,,,15.5,,,,257,185,15,276,257,254,,,,11,1,7808,3,,,,33,33,718,30.9,11,642,10,41,276,153,73,52,28,97,76,0,543,379,15,,,,309,276,276,257,114,19,0,9,0,,0,0,11,0,,,,,,,,,25,,,158,0,,,,346,346,266,,,,,,,,,,,,718,-666666666.0,34.5,-666666666.0,-666666666.0,66,,,,,,,,,,,,,,,,,,,,,,,,,266,0,3,0,3,24,0,28,0,10,,73,,,,,,420,0,0,0,0,0,0,0,627,128,128,0,0,0,0,0,0,0,0,276,9,12,1,12,11,12,15,0,11,0,,40079.0,,,,471,336,276,257,39,218,0,0,0,257,0,0,12,0,0,0,0,0,,309,2.6,,,276,,718,0,49,0,104,276,257,1950,1950,276,257,2005,2005,276,163,309,0,276,276,276,276,,309,,276,276,309,,276,19,19,19,-666666666,-666666666,,0,-666666666.0,19,,,,19,19,-666666666.0,160100,395400,74631400.0,,74631400.0,-666666666,,257,1424,15.0,125.0
110010091022,447,1133,113,46643,,1112,872,240,1269,1139,,,1095,379600,1023,240,872,0,0,30,0,32,84,15,40,1225,193,212,1957,,,,,872,,,,25.7,,,,240,207,22,1112,240,229,,,,11,1,9102,2,,,,113,113,2759,28.2,470,2166,65,67,1112,389,80,45,264,228,458,0,2189,1269,130,,,,1225,1112,1112,240,131,872,0,84,0,,68,176,24,14,,,,,,,,,30,,,419,151,,,,1096,1096,1063,,,,,,,,,,,,2759,28.4,28.0,23.7,28.6,498,,,,,,,,,,,,,,,,,,,,,,,,,1063,11,19,128,99,171,98,147,43,46,,80,,,,,,1665,0,0,0,0,13,0,25,2427,335,302,21,21,0,0,91,0,0,0,1112,138,112,38,40,45,61,0,99,46,132,,32168.0,,,,1965,873,1112,240,23,165,0,17,7,240,0,0,0,0,0,0,0,0,,1225,2.38,,,1112,,2648,24,65,149,300,1112,240,1957,1951,1112,240,2012,2006,1112,577,1225,0,1112,1112,1112,1112,904.0,1225,,1112,1112,1225,,1112,827,827,872,751,1562,948900.0,0,-666666666.0,872,1043600.0,,1043600.0,872,872,28.8,250000,608700,199627100.0,,199627100.0,-666666666,,240,1887,97.0,11.73
110010095033,407,359,27,133125,,256,2,254,479,472,,,-666666666,586300,-666666666,254,2,21,0,0,19,2,0,0,0,365,81,245,0,,,,,2,,,,22.7,,,,254,231,51,256,254,237,,,,11,1,9503,3,,,,109,109,737,41.2,439,251,32,40,256,136,121,6,9,16,154,30,653,486,7,,,,365,256,256,254,59,2,0,0,0,,0,0,0,0,,,,,,,,,19,,,84,0,,,,479,479,433,,,,,,,,,,,,737,36.9,54.6,-666666666.0,37.9,454,,,,,,,,,,,,,,,,,,,,,,,,,433,0,13,26,8,36,28,97,17,57,,121,,,,,,565,0,0,0,0,0,7,0,681,28,19,9,9,0,0,0,0,0,0,256,0,8,0,0,0,0,8,0,0,8,,53685.0,,,,528,266,256,254,54,200,0,0,0,254,0,0,0,0,0,0,0,0,,365,2.39,,,256,,613,0,0,0,39,256,254,0,0,256,254,2006,2006,256,202,365,0,256,256,256,256,,365,,256,256,365,,256,2,2,2,-666666666,-666666666,,21,,2,,,,2,2,-666666666.0,467700,700500,138972000.0,138972000.0,138972000.0,-666666666,,254,2226,1.0,100.0
110010097001,10,994,99,29091,,824,566,258,1086,774,,,921,238200,-666666666,258,566,60,0,0,0,81,103,9,97,1012,113,7,1977,,,,,566,,,,14.6,,,,258,203,32,824,258,163,,,,11,1,9700,1,,,,188,188,2514,27.8,23,2483,0,13,824,543,70,50,423,581,153,0,1786,1086,312,,,,1012,824,824,258,56,566,0,118,34,,0,0,296,75,,,,,,,,,0,,,526,271,,,,774,774,765,,,,,,,,,,,,2514,-666666666.0,27.7,-666666666.0,-666666666.0,23,,,,,,,,,,,,,,,,,,,,,,,,,765,0,33,0,55,61,10,155,27,123,,70,,,,,,1409,0,0,0,0,0,52,36,2265,522,522,0,0,0,0,197,0,0,0,824,179,63,111,33,38,10,22,22,75,32,,17565.0,,,,1512,566,824,258,13,245,0,0,0,258,0,0,0,0,0,0,0,0,,1012,2.99,,,824,,2464,71,227,42,181,824,258,1976,1980,824,258,2008,1999,824,298,1012,28,824,824,824,824,690.0,1012,,824,824,1012,,824,544,544,566,204,1018,389800.0,60,42400.0,566,505200.0,505200.0,,566,566,37.0,206600,278500,,,59703000.0,-666666666,-666666666.0,258,961,307.0,48.12
110010077032,0,1214,0,36196,,462,301,161,674,514,,,2090,287200,1716,161,301,95,0,0,0,12,0,21,91,626,109,20,1974,,,,,301,,,,27.8,,,,161,161,38,462,161,61,,,,11,1,7703,2,,,,164,164,1928,20.9,0,1928,0,0,462,305,114,0,191,255,51,0,1292,674,160,,,,626,462,462,161,10,301,21,0,0,,0,0,250,28,,,,,,,,,0,,,671,105,,,,514,514,460,,,,,,,,,,,,1928,-666666666.0,20.9,-666666666.0,-666666666.0,0,,,,,,,,,,,,,,,,,,,,,,,,,460,0,0,41,49,118,67,71,81,9,,114,,,,,,928,0,61,0,0,0,0,0,1928,858,795,63,63,0,0,20,0,0,0,462,45,0,32,61,71,0,46,0,41,13,,17059.0,,,,1114,680,462,161,9,152,0,0,0,161,0,0,0,0,0,0,0,0,,626,4.17,,,462,,1928,9,40,41,129,462,161,1959,2001,462,161,2008,2004,462,374,626,0,462,462,462,462,346.0,626,,462,462,626,,462,240,240,301,-666666666,2170,341800.0,95,88100.0,301,377800.0,377800.0,377800.0,301,301,31.7,260700,353200,,,49545000.0,-666666666,-666666666.0,161,1752,37.0,12.89
110010077072,32,887,105,70625,,624,104,520,697,621,,,1429,280600,1179,520,104,22,0,0,0,35,0,0,7,646,99,73,1954,,,,,104,,,,24.3,,,,520,406,74,624,520,415,,,,11,1,7707,2,,,,22,22,1868,36.4,32,1782,0,71,624,372,148,69,155,408,120,9,1431,697,76,,,,646,624,624,520,192,104,0,32,9,,0,0,40,0,,,,,,,,,0,,,306,107,,,,614,614,596,,,,,,,,,,,,1868,32.5,36.4,-666666666.0,32.5,65,,,,,,,,,,,,,,,,,,,,,,,,,596,0,11,23,37,115,42,163,29,17,,148,,,,,,1249,0,0,0,0,0,0,30,1715,316,303,13,13,0,0,63,0,0,0,624,83,19,0,42,37,0,9,17,0,52,,27628.0,,,,1094,490,624,520,283,237,0,0,0,520,17,0,17,0,5,0,0,0,,646,2.99,,,624,,1863,0,0,76,358,624,520,1955,1954,624,520,1998,1992,624,542,646,0,624,624,624,624,1008.0,646,,624,624,646,,624,97,97,104,788,1356,103600.0,22,,104,142400.0,,142400.0,104,104,51.0,195100,355300,139702400.0,139702400.0,139702400.0,-666666666,-666666666.0,520,1285,4.0,3.74
